x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,y
-1.96,9.14,0,0.28,8.07,3.74,0.00466231,-0.354260677,-0.66858277,-0.857734005,-0.898346659,92.22,58.32,62.71,23.67,-3.17,4.46,8.71,8.71,-6.46,15.17,5.82,4.33,10.31,10.31,-5.11,15.42,0
23.64,-6,-3,0.02,29.36,2.8,0.010980493,-0.364681566,-0.588123843,-0.718038152,-0.896955604,61.12,42.73,61.41,60.03,37.56,4.46,11.76,11.76,-0.64,12.39,1.2,3.02,4.36,4.36,-1.21,5.57,0
-2.03,6,-3,5.17,29.45,4.66,0.011419069,-0.325299335,-0.5772949,-0.721396896,-0.897228381,44.48,53.18,62.32,64.39,37.81,3.44,8.96,8.96,-1.78,10.74,3.92,2.06,3.05,3.05,-2.88,5.93,0
11.65,-7.5,-3,0.31,29.62,2.01,0.016802709,-0.350881382,-0.569598819,-0.711987669,-0.891086315,49.75,44.95,57.58,60,35.7,4.14,9.47,9.47,-1.65,11.12,1.99,1.8,3.37,3.37,-2.85,6.22,0
-27.46,-1.5,-3,3.06,24.48,0.8,0.010852679,-0.205712637,-0.571241511,-0.722202495,-0.897487683,31.82,64.67,61.93,64.17,35.31,2.2,5.23,5.23,-2.19,7.42,2.73,2.54,4.85,4.85,-1.57,6.42,0
-40.93,10.5,0,1.25,27.58,3.83,0.017991651,-0.104909701,-0.602867774,-0.726653961,-0.900558127,24.03,73.34,58.68,63.12,35.46,3.39,8.09,8.09,-2.34,10.44,2.79,2.92,4.53,4.53,-2.42,6.95,0
-16.78,7.5,3,0.75,28.72,3.64,0.011525575,-0.235492517,-0.581371454,-0.72231405,-0.890775073,34.32,60.14,61.33,65.97,37.47,3.77,-5.52,3.01,-5.52,8.53,0.52,5.5,9.23,9.23,-2,11.23,0
1.29,-21,-3,1.85,17.04,-2.9,-0.002295568,-0.333815342,-0.568360928,-0.763122695,-0.905737112,68.63,58.08,60.79,45.08,16.26,4.82,-8.87,0.18,-8.87,9.05,-7.42,7.14,-11.27,7.02,-11.27,18.29,0
13.69,-10.5,-3,1.77,22.37,-4.39,-0.024312652,-0.33675156,-0.562869888,-0.760392415,-0.906161693,62.86,53.66,56.75,44.9,17.82,4.17,-7.39,0.82,-7.39,8.21,-5.4,5.96,-9.12,3.58,-9.12,12.7,0
34.5,-12,-6,0.55,7.3,2.81,0.019858522,-0.349513669,-0.618598482,-0.690240218,-0.895604598,93.62,34.63,60.37,27.05,10.38,2.19,6,6,-1.19,7.19,2.58,2.62,4.98,4.98,-3.71,8.69,0
23.3,-7.5,-3,0.99,3.34,1.73,0.013817615,-0.344642501,-0.604946779,-0.710392224,-0.898616425,90.13,42.47,63.39,27.12,9.07,2.68,6.96,6.96,-0.98,7.93,3.31,1.64,-4.67,2.01,-4.67,6.67,0
11.62,-12,-3,0.59,2.66,1.61,0.019193928,-0.332390666,-0.606725173,-0.704720028,-0.898702768,79.62,43.48,59.43,26.59,8.3,2.75,7.08,7.08,-0.33,7.41,-0.34,1.94,3.66,3.66,-3.54,7.21,0
16.96,-6,-6,0.8,4.82,2.37,0.024517197,-0.335626264,-0.567040647,-0.695217951,-0.886794188,80.09,39.17,57.45,26.69,9.55,2.72,6.96,6.96,-1.27,8.22,1.64,1.59,-4.98,1.06,-4.98,6.04,0
17.53,-13.5,-6,1.19,3.18,1.2,0.01444109,-0.341857335,-0.610308828,-0.712287658,-0.894074424,93.31,44.85,64.71,27.28,6.78,2.29,5.75,5.75,-2.22,7.97,-0.06,3.14,6.12,6.12,-3.62,9.75,0
24.27,-1.5,-6,0.39,2.11,-0.2,0.009154229,-0.353251922,-0.612410674,-0.709615559,-0.89474446,97.57,42.91,65.98,26.37,6.42,3.9,10.8,10.8,-1.17,11.97,4.68,2.92,-8.01,1.8,-8.01,9.8,0
15.86,-10.5,-6,0.78,5.65,2.66,0.019547987,-0.336857978,-0.599018003,-0.704867688,-0.892495265,87.54,43.85,62.24,28.2,7.88,2.81,7.32,7.32,-0.89,8.22,-0.83,2.26,-4.51,3.77,-4.51,8.28,0
12.78,-7.5,-6,0.46,5.94,-0.53,0.024199209,-0.331252078,-0.609358259,-0.687774781,-0.896589943,70.91,38.35,54.73,25.56,7.79,3.19,7.99,7.99,-1.11,9.1,2.1,1.94,-3.87,3.12,-3.87,6.99,0
28.97,-7.5,-3,-1.14,3.47,2.05,0.009560648,-0.349456284,-0.59577069,-0.702944826,-0.903645453,97.42,41.1,66.26,27.56,8.96,3.42,9.03,9.03,-1.46,10.49,5.03,2.5,-6.1,3.89,-6.1,9.99,0
13.71,3,-3,0.32,3.15,7.37,0.013735932,-0.310618203,-0.562845768,-0.659462627,-0.922582424,81.9,41.5,59.72,31.39,3.91,1.69,3.15,3.15,-2.77,5.92,4.6,5.9,-12.74,1.23,-12.74,13.97,0
20.14,2.05,-1.5,1.05,2.37,2.66,0.020017294,-0.373962799,-0.640001472,-0.776111714,-0.993762994,104.24,41.29,68.54,28.37,-0.54,3.93,9.31,9.31,0.03,9.28,3.79,3.45,-6.66,3.87,-6.66,10.53,0
33.51,1.5,6,-2.76,19.11,0.27,0.03364386,-0.310547638,-0.546013532,-0.699385115,-0.892364324,60.73,16.68,49.89,37.01,26.12,3.97,6.55,6.55,-6.1,12.65,4.54,7.78,-15.8,4.71,-15.8,20.51,0
19.21,0,3,1.22,22.35,1.45,0.033576824,-0.289470408,-0.578546526,-0.705673612,-0.899746825,52.38,23.41,50.22,37.81,24.38,5.68,14.02,14.02,-6.57,20.59,11.93,3.85,7.62,7.62,-6.71,14.33,0
51.8,-9,6,-3.34,22.69,2.96,0.034231189,-0.424582157,-0.578035159,-0.692516951,-0.887249346,72.57,9.8,47.08,34.59,27.49,5.83,10.35,10.35,-9.27,19.61,6.62,5.14,10.93,10.93,-2.34,13.28,0
12.69,-9,6,-2.29,18.11,0.7,0.040109716,-0.264310581,-0.530583395,-0.709906108,-0.91102437,43.42,24.33,46.49,40.78,23.67,5.09,-9.15,5.31,-9.15,14.46,3.28,7.06,12.45,12.45,-6.54,18.99,0
4.16,-6,3,-1.3,22.4,0.68,0.03409115,-0.251926383,-0.511813029,-0.718227939,-0.911672929,37.38,30.05,44.96,42.11,23.82,4.46,-7.52,6.13,-7.52,13.65,2.72,6.06,11.11,11.11,-5.45,16.56,0
6.5,-3,6,-1.6,19.43,-0.28,0.033415995,-0.264228146,-0.58617483,-0.725108493,-0.914176483,47.5,32.45,51.18,40.47,19.67,3.97,-7.77,4.67,-7.77,12.44,5.64,7.22,-13.43,7.05,-13.43,20.48,0
-0.43,-7.5,3,1.11,20.71,-3.9,0.026706959,-0.223844332,-0.581611402,-0.704263313,-0.879941196,37.51,33.09,48.86,44.56,25.72,6.12,-10.6,-0.07,-10.6,10.52,-2.43,7.24,11.63,11.63,-11.28,22.92,0
-3.26,-9,3,0.28,21.29,-2.04,0.034892891,-0.212405414,-0.572013215,-0.720473196,-0.900181179,36.55,37.91,49.5,47.84,27.95,3.07,-6.44,3.21,-6.44,9.65,0.41,5.79,-10.92,7.99,-10.92,18.91,0
-0.75,-7.5,3,1.1,22.71,-0.71,0.027240068,-0.228064243,-0.587320372,-0.723372781,-0.913038884,35.42,35.24,50.76,47.74,29.21,5.31,-9.36,-0.88,-9.36,8.48,1.95,6.16,-10.24,8.14,-10.24,18.38,0
58.18,-10.86,6,-1.51,26.69,2.75,-0.037406051,-0.319811139,-0.614164579,-0.717248025,-0.897012912,46.05,14.8,41.23,42,26.39,5.19,-10.57,0.59,-10.57,11.16,-2.83,4.54,8.96,8.96,-2.54,11.5,0
27.79,3.32,1.5,-3.02,24.53,2.9,0.016348886,-0.340320389,-0.610282914,-0.761582177,-0.864473088,65.23,29.5,41.75,35.5,21.38,5.81,10.6,10.6,-2.35,12.95,7.33,15.82,-24.82,1.03,-24.82,25.85,0
37.61,6.11,0,-1.47,26.22,2.2,0.018580977,-0.325586149,-0.486805257,-0.70452362,-0.836961632,55.61,21.7,38.89,39.26,24.95,3.35,6.15,6.15,-4.26,10.41,4.16,10.59,-16.76,1.04,-16.76,17.8,0
21.19,6,0,-2.64,22.95,2.11,0.015819946,-0.288836337,-0.5286023,-0.735872136,-0.924345592,53.86,29.46,39.24,38.43,22.18,5.7,10.42,10.42,-0.72,11.14,6.04,14.93,-24.39,1.19,-24.39,25.58,0
11.87,-6,0,0.82,18.43,0.1,-0.016420179,-0.369806146,-0.660847326,-0.811223544,-0.951388117,94.82,63.45,67.71,45.17,4.15,4.78,-8.49,5.84,-8.49,14.33,-4.59,11.28,16.26,16.26,0,16.26,0
14.82,-15,0,0.36,15.26,5.67,0.014693035,-0.347073306,-0.57640378,-0.734254626,-0.900841871,69.17,48.65,54.39,39.9,18.47,1.95,3.67,3.67,-3.43,7.11,0.38,3.88,6.56,6.56,-0.37,6.93,0
-4.8,-12,-3,-0.52,12.27,4.71,0.014711452,-0.331785109,-0.518568723,-0.738164059,-0.901166152,59.37,58.84,53.96,41.03,18.11,2,-4.61,0.37,-4.61,4.98,-2.92,2.58,7.23,7.23,-2.46,9.68,0
-4.92,-12,-3,-0.78,15.3,4.6,0.014714972,-0.334257173,-0.520507248,-0.740773234,-0.901381772,60.32,59.3,54.8,41.38,18.06,1.72,-4.26,1.43,-4.26,5.7,-3.81,2.69,5.59,5.59,-4.53,10.12,0
-35.35,-7.5,-3,0.5,11.64,3.37,0.009546828,-0.319637462,-0.578670695,-0.758429003,-0.893152064,52,79.72,59.64,45.66,15.59,2.76,6.36,6.36,-0.98,7.35,1.7,2.02,-4.07,3.66,-4.07,7.73,0
-14.02,-6,-3,0.89,10.57,5.21,0.009286746,-0.33863527,-0.586087933,-0.754392651,-0.895478979,62.27,68.95,58.82,44.39,18.04,2.14,5.57,5.57,-3.54,9.11,1.85,2.87,5.85,5.85,-4.02,9.87,0
-2.7,-1.5,0,0.5,12.26,5.66,-0.036804126,-0.376259113,-0.564639101,-0.769065242,-0.908917209,0,70.39,55.07,42.17,16.81,2.74,4.68,4.68,-3.69,8.36,4.37,1.79,-4.2,2.89,-4.2,7.09,0
0.59,-0.97,-3,1.47,13.03,7.95,-0.036294298,-0.37267231,-0.608594549,-0.761584969,-0.903004372,0,65.72,54.87,42.91,16.48,2.58,6.48,6.48,-3.36,9.84,8.72,3.43,-6.55,2.64,-6.55,9.19,0
8.87,-13.5,0,1.23,14.31,5.1,0.00893318,-0.337813158,-0.580061143,-0.735935205,-0.906419979,63.53,52.9,54.62,41.96,20.01,2.23,-6.28,-0.04,-6.28,6.25,-2.42,1.54,3.45,3.45,-1.78,5.24,0
18.54,-0.09,-10.5,2.34,12.5,2.89,-0.007954883,-0.312456713,-0.490115761,-0.744058573,-0.928702879,72.57,42.52,56.29,37.97,16.95,2.44,-4.06,3.62,-4.06,7.68,2.61,5.74,8.41,8.41,0,8.41,0
-9.46,-1.5,-9,4.39,13.05,0.07,0.01560585,-0.290240216,-0.499857014,-0.754881935,-0.93494158,63.18,52.81,54.6,38.86,13.77,1.61,3.54,3.54,-2.78,6.32,0.4,1.87,4.01,4.01,-1.94,5.95,0
-12.82,0,-9,3.56,16.28,1.26,0.015979047,-0.299358402,-0.486152847,-0.766953626,-0.93573865,69.34,59.25,58.86,40.47,13.9,2.5,5.45,5.45,-3.43,8.88,0.92,3.53,5.47,5.47,-0.25,5.72,0
3,1.5,-9,4.48,13.55,-1.89,-0.03778213,-0.342244871,-0.51470784,-0.779448955,-0.93843053,54.1,56.02,50.21,41.02,14.64,1.87,-3.79,1.4,-3.79,5.19,1.32,3,6.06,6.06,0,6.06,0
-15.58,0,-9,3.13,13.29,-0.75,0.016814544,-0.291969142,-0.522926103,-0.777812248,-0.93495481,70.98,60.42,58.16,38.98,14.07,3.38,7.16,7.16,-4.28,11.44,4.26,3.31,6.84,6.84,-3.5,10.34,0
-32.2,0,-9,3.07,12.89,-1.5,0.015129242,-0.27814529,-0.475274613,-0.774020989,-0.93415411,49.77,66.11,54.06,41.12,12.54,4.23,9.54,9.54,-4.11,13.65,3.82,6.58,8.85,8.85,0,8.85,0
-8.59,-9.99,-9,1.7,18.92,-1.6,0.015730756,-0.29292323,-0.52186782,-0.767826465,-0.939995446,61.7,53.7,52.01,39.05,15.8,2.53,4.43,4.43,-3.51,7.94,2.13,2.21,4.49,4.49,0,4.49,0
47.72,-2.41,-6,3.64,18.64,0.47,-0.033965055,-0.316433927,-0.480463644,-0.69746165,-0.864604114,0,38.34,55.21,35.22,16.49,2.04,-3.26,1.34,-3.26,4.6,2.84,2.54,4.06,4.06,-0.58,4.65,0
-14.56,10.5,0,-1.18,10.12,-0.31,0.018816388,-0.266217754,-0.587784522,-0.775701821,-0.943968134,52.59,50.48,44.05,28.17,6.67,3.98,7.53,7.53,-2.58,10.11,6.63,3.71,-7.23,3.21,-7.23,10.44,0
-62.31,0,3,-5.96,12.44,0.11,0.002594599,-0.253778266,-0.558331124,-0.801787811,-0.940399985,38.75,90.74,50.95,39.24,5.6,3.78,5.71,5.71,-4.62,10.33,4.2,2.98,-5.37,4.38,-5.37,9.74,0
-61.56,7.5,0,-1.03,10.42,-0.19,0.002961293,-0.24137404,-0.558939284,-0.788850254,-0.939914409,33.97,88.41,47.41,39.04,5.93,5.04,10.14,10.14,-1.93,12.07,10.01,2.6,-4.32,2.73,-4.32,7.05,0
-21.69,1.5,0,-1.07,11.76,-0.28,-0.004165096,-0.272198973,-0.550010909,-0.80013487,-0.947539618,44.18,58.24,44.33,29.78,10.08,2.55,5.09,5.09,-3.27,8.36,1.24,1.36,-2.68,1.74,-2.68,4.43,0
-17.41,4.5,0,-1.39,9.9,-2.52,0.013261241,-0.269721116,-0.498842724,-0.78542971,-0.938588503,52.34,54.36,43.17,28.05,5.43,3.21,6.76,6.76,-2.21,8.96,5.22,3.92,-7.89,5.43,-7.89,13.33,0
-16.76,3,0,-1.15,5.85,-0.02,-0.003433444,-0.288560217,-0.623415334,-0.804218231,-0.944498944,55.03,58.39,42.79,27.36,3.71,2.71,4.53,4.53,-3.35,7.88,8.04,3.02,-6.11,3.88,-6.11,10,0
-15.53,1.78,-1.5,-0.88,8.79,-1.8,0.002642477,-0.3003944,-0.552257937,-0.835732597,-0.988286334,57.14,56.33,43.85,27.66,3.67,2.7,5.3,5.3,-3.83,9.13,6.66,3.7,7.63,7.63,-6.26,13.9,0
-13.02,5.16,-1.5,-0.82,13.02,-3.57,0.008215144,-0.279915524,-0.537200651,-0.799891498,-0.948810354,55.21,54.65,44.57,29.61,9.24,2.26,4.23,4.23,-2.96,7.2,7.52,3.68,-7.21,5.27,-7.21,12.48,0
-7.41,-1.83,0,-0.36,8.39,-2.45,-0.003120095,-0.302455379,-0.542993353,-0.816612081,-0.965989031,58.16,52.64,42.74,28.05,6.79,2.34,4.31,4.31,-3.5,7.81,5.76,3.8,-8.01,4.33,-8.01,12.34,0
-8.52,3.29,0,-0.6,10.46,-3.16,0.002538465,-0.298027361,-0.525946595,-0.806379103,-0.954578925,56.88,51.81,42.11,27.84,8.96,2.12,3.95,3.95,-3.24,7.19,6.33,3.46,-7,5.34,-7,12.34,0
-7.05,0,-3,-0.57,12.43,-2.4,0.007953875,-0.291020494,-0.530283714,-0.788860769,-0.938690465,59.22,52.57,45.05,29.43,8.15,2.71,4.88,4.88,-3.29,8.17,7.32,3.83,-7.36,4.78,-7.36,12.14,0
-0.04,1.5,0,-0.9,13.45,-2.52,0.007639347,-0.290144299,-0.501575026,-0.778175988,-0.933301896,59.37,47.07,43.79,28.9,9.3,2.91,-4.76,2.87,-4.76,7.63,3.4,4.84,-9.57,6.32,-9.57,15.88,0
-11.13,1.5,0,-0.87,13.27,-2.55,-0.003921054,-0.273235526,-0.53138719,-0.779407902,-0.933567221,48.51,51.74,41.81,30.01,9.5,2.43,3.68,3.68,-3.59,7.27,8.04,3.42,-6.77,5.11,-6.77,11.88,0
36.94,-15.63,6,-2.88,23.11,-2.23,-0.033690035,-0.354396387,-0.66311999,-0.733633072,-0.891524596,48.48,25.61,40.95,43.4,29.53,3.13,-4.99,0.38,-4.99,5.37,-4.81,6.86,11.34,11.34,-0.2,11.54,0
36.85,-15.31,6,-3.06,22.73,-0.92,-0.039033077,-0.35289422,-0.664892746,-0.738783363,-0.891374652,52.8,27.17,43.06,43.87,29.34,2.68,-4,-0.27,-4,3.73,-8,6.31,11.22,11.22,-0.12,11.34,0
38.87,-13.74,6,-2.8,23.03,-1.65,-0.039318961,-0.360056345,-0.670586314,-0.747693124,-0.896884697,53.47,27.1,41.41,41.03,29.79,2.9,-4.39,0.24,-4.39,4.63,-5.19,6.8,10.54,10.54,0,10.54,0
42.35,-13.5,9,0.63,25.98,-1.88,-0.03300956,-0.384409066,-0.674693948,-0.738337452,-0.891832864,47.03,25.32,27.95,42.6,29.29,3.48,-5.4,2.54,-5.4,7.95,6.09,7.16,10.55,10.55,-0.01,10.56,0
41.5,-18.83,9,1.16,24.14,-3.05,-0.039080087,-0.359751769,-0.662211767,-0.741467075,-0.891115212,56.02,26.81,41.24,39.45,28.6,3.63,-6.06,0.94,-6.06,7,-3.64,8.83,12.54,12.54,0,12.54,0
49.72,-12,9,1.58,24.69,-0.1,-0.033184639,-0.391369279,-0.673021722,-0.741252909,-0.893851823,51.03,21.39,28.8,40.42,30.14,3.47,-5.01,4.15,-5.01,9.15,7.81,7.7,11.29,11.29,-0.28,11.57,0
48.11,-13.5,9,1.51,27.44,-1.28,-0.033195584,-0.385677978,-0.671303572,-0.729080574,-0.888481462,47.64,21.97,27.13,41.19,30.75,3.17,4.93,4.93,-4.23,9.17,8.29,7.76,11.02,11.02,-0.07,11.09,0
41.92,-18,9,1.33,25.07,0.41,-0.03948556,-0.355164916,-0.663562521,-0.733713489,-0.89499918,52.01,23.55,37.23,39.28,30.44,4.43,-6.18,1.25,-6.18,7.43,-1.81,7.18,10.78,10.78,-0.02,10.79,0
45.55,-15,9,1.03,25.07,0.12,-0.039540503,-0.359120321,-0.655274797,-0.731345729,-0.88244328,54.81,22.44,38.5,40.54,30.46,4.37,-6.55,-0.05,-6.55,6.49,-4.68,8.05,11.24,11.24,0,11.24,0
23.35,-1.5,6,1.22,29.11,-0.16,0.005079258,-0.337812956,-0.621404838,-0.744767307,-0.916869484,69.87,44.83,62.71,49.45,20.66,4.98,14.51,14.51,-1.78,16.29,5.79,5.55,10.46,10.46,-6.08,16.54,0
3.34,-1.5,6,1.84,25.23,-1.83,0.003911565,-0.329591837,-0.617814626,-0.771875,-0.913520408,61.57,52.17,57.96,47.74,18.03,1.97,5.54,5.54,-1.58,7.13,0.33,1.25,-2.51,2.19,-2.51,4.7,0
-26.49,-1.5,3,0.83,26.6,-0.34,0.024266316,-0.267630311,-0.620740254,-0.768243539,-0.912352168,48.86,64.38,58.65,52.4,18.18,4.04,11.92,11.92,-1.75,13.67,1.67,3.3,-9.38,3.47,-9.38,12.84,0
-27.11,-7.5,6,1.26,26.18,-0.21,0.003762021,-0.176582479,-0.609975695,-0.752002536,-0.926260171,35.39,65.04,50.87,50.23,17.88,3.81,6.99,6.99,-5.13,12.12,1.53,4.85,6.96,6.96,-6.25,13.21,0
39.26,-5.2,3,1.47,20.15,0,0.007621596,-0.363955473,-0.622973392,-0.742165076,-0.915774571,62.65,23.63,43.28,29.03,18.81,2.82,-4.43,1.61,-4.43,6.04,-1.95,7.42,-15.54,0.25,-15.54,15.79,0
3.08,6.5,6,-1.15,17.74,1.47,0.019049263,-0.293604205,-0.611187845,-0.735420503,-0.881292204,48.47,32.88,44.54,26.28,13.93,3.49,9.13,9.13,-5.09,14.22,-2.52,5.91,-9.5,2.73,-9.5,12.23,0
44.48,-9,3,-1.21,15.79,1.05,0.007822343,-0.36795096,-0.60329817,-0.724826536,-0.867885147,74.91,21.54,43.17,25.62,15.09,2.59,-4.82,0.08,-4.82,4.9,-4.73,6.95,-12.27,0.58,-12.27,12.85,0
-11.65,6,3,3.24,16.73,0.35,0.002097834,-0.284560337,-0.648622684,-0.793882953,-0.925046564,42.1,45.84,44.8,27.71,12.68,3.37,9.07,9.07,-3.92,12.99,-2.14,3.88,-7.83,2.58,-7.83,10.41,0
-18.54,4.85,0,2.33,18.89,1.44,-0.030151795,-0.277272178,-0.536135528,-0.770304108,-0.908491201,0,54.6,30.12,30.13,13.42,2.23,5.84,5.84,-2.27,8.11,10.09,3.95,-6.4,0.37,-6.4,6.77,0
6.69,-16.5,3,1.21,18.63,-0.41,0.024542589,-0.292608395,-0.578278752,-0.725899446,-0.868427122,44.89,31.29,41.72,27.53,15.96,3.11,-5.5,0.13,-5.5,5.63,-2.69,6.42,-10.22,2.8,-10.22,13.02,0
-2.3,-4.5,6,-1.32,10.4,-0.43,0.029236977,-0.326412326,-0.58701394,-0.684042553,-0.919258988,55.51,44.33,49.95,30.76,11.48,3.79,-8.41,0.17,-8.41,8.58,5.03,7.21,-10.86,10.53,-10.86,21.39,0
-5.08,7.5,3,-2.31,10.44,-0.1,0.013412323,-0.336283186,-0.50482954,-0.718598789,-0.914153773,64.91,49.38,54.61,33.05,15.6,5.19,9.12,9.12,-8.76,17.88,17.02,6.51,-10.03,9.67,-10.03,19.7,0
12.19,16.5,0,0.26,10.08,-0.42,0.025156525,-0.342537397,-0.491377048,-0.686649421,-0.9124208,74.36,40.27,54.79,32.6,18.21,5.16,8.86,8.86,-8.76,17.62,3.94,7.11,-11.79,7.27,-11.79,19.07,0
-29.43,-6,3,-3.67,12.4,0.28,0.018605256,-0.310341623,-0.518289283,-0.734954091,-0.911954946,44.38,57.54,52.17,34.71,13.25,3.43,-7.28,3.36,-7.28,10.64,1.34,6.61,-10.37,10.09,-10.37,20.46,0
-19.75,-1.5,0,-1.11,13.79,-0.62,0.012854179,-0.33242742,-0.608351543,-0.764309455,-0.91367501,51.68,55.64,51.07,32.39,15.65,3.59,-7.11,4.41,-7.11,11.52,0.74,6.81,12.46,12.46,-9.2,21.66,0
-7.24,-4.5,0,0.5,12.44,-3.49,0.023684793,-0.32894931,-0.59905556,-0.691212278,-0.913137313,51.75,45.92,49.31,31.63,15.65,4.94,-10.03,0.46,-10.03,10.49,-1.78,5.14,11.43,11.43,-5.13,16.56,0
41.55,6,-6,-0.89,7.87,5.02,-0.032637227,-0.365533081,-0.69682699,-0.871554852,-0.939666487,114.63,52.43,60.73,33.8,9.67,2.74,7.18,7.18,-1.64,8.82,14.76,2.08,-3.39,3.17,-3.39,6.56,0
30.525,-12.75,-3,1.66,12.325,0.395,-0.000718327,-0.3780369,-0.672629766,-0.810873309,-0.909343173,67.085,26.475,41.875,32.18,17.385,3.95,-6.335,0.72,-6.335,7.055,-3.345,2.95,6.23,6.23,-3.33,9.56,1
-11.85,-13.48,-6.75,1.94,11.055,-3.585,0.03758192,-0.316420825,-0.590049684,-0.738057494,-0.913749106,65.745,56.38,63.87,42.225,16.195,4.12,-7.675,-0.05,-7.675,7.625,-2.1,5.625,9.66,9.66,-4.15,13.81,1
-12.73666667,-14.5,-2,1.743333333,32.42,-5.23,0.02221922,-0.242766436,-0.549742921,-0.741626072,-0.897271868,26.02666667,43.08,39.55,50.10666667,28.32,4.676666667,-4.206666667,1.756666667,-7.063333333,8.813333333,-3.613333333,5.28,-1.906666667,7.606666667,0,0,1
11.06,12.75,-3,1.87,22.865,4.745,0.025610101,-0.291527272,-0.556867639,-0.74159177,-0.845248707,58.485,47.51,51.81,51.545,24.88,2.895,8.6,8.6,-0.415,9.005,5.745,5.185,-8.4,1.26,-8.4,9.665,1
22.588,-5.518,3.9,4.634,24.416,1.748,0.024041099,-0.283411595,-0.518489934,-0.6821935,-0.894086196,45.83,15.082,36.016,31.594,23.872,5.91,-1.18,8.994,-9.266,18.258,5.162,14.068,25.218,25.218,-4.244,29.464,1
8.5,0,-0.75,-1.99,30.435,0.405,0.033272055,-0.202995899,-0.508131149,-0.683258924,-0.9210521,41.38,40.32,47.37,55.465,31.955,3.325,7.79,7.79,-4.67,12.46,4.47,6.67,11.945,11.945,-0.76,12.71,1
27.875,15.215,1.5,-0.3,24.7,-2.145,-0.002132128,-0.311152834,-0.508528513,-0.695869399,-0.878277749,52.665,30.785,43.93,40.97,26.8,3.74,-9.235,3.36,-9.235,12.595,2.445,15.985,-26.075,0,-26.075,26.075,1
13.91181818,-0.536363636,-5.727272727,-0.186363636,24.05909091,4.42,0.012039946,-0.234811172,-0.514253569,-0.757363647,-0.916937782,35.31181818,29.75272727,32.39454545,32.10090909,20.89090909,4.860909091,9.209090909,9.209090909,-0.31,9.520909091,7.221818182,7.766363636,-11.69363636,0,-11.69363636,11.69363636,1
32.604,12.3,6.6,-5.758,18.344,-4.094,-0.028384721,-0.37163968,-0.533911068,-0.736058317,-0.898074262,60.244,32.06,33.708,34.17,19.534,3.81,5.882,7.716,-3.548,11.268,6.092,6.896,-14.916,4.068,-14.916,18.988,1
36.206,-1.2,-3,3.296,18.058,-3.994,0.0035528,-0.354226946,-0.582201555,-0.757666568,-0.878520815,69.464,18.83,45.626,32.172,23.982,4.182,-6.426,2.21,-6.426,8.634,-7.104,3.842,6.822,6.822,-0.318,7.14,1
7.936666667,-6,0,-0.27,21.79666667,1.996666667,-0.046219029,-0.310742018,-0.602055611,-0.771877114,-0.930421755,41.88666667,27.34666667,33.1,34.26,20.71333333,4.91,-7.686666667,4.003333333,-7.686666667,11.69,0.53,3.213333333,6.406666667,6.406666667,-0.686666667,7.093333333,1
23.36,0.75,4.5,-1.87,24.2,2.855,0.000246262,-0.304421437,-0.545779164,-0.723478047,-0.866269226,60.015,40.615,45.54,42.08,24.795,5.07,11,11,-2.955,13.955,4.965,3.985,7.65,7.65,-3.95,11.595,1
-17.96,1.085263158,7.661578947,-1.711052632,30.40157895,-0.373157895,0.022430141,-0.16428978,-0.48956862,-0.67149297,-0.853488621,28.37157895,61.90315789,54.93157895,61.72210526,32.52052632,4.936315789,8.136842105,8.997368421,-1.155263158,10.15157895,3.05,0,0,0,0,0,1
